,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,non_euk_label,micromonas_label,annotation_label
189960,NODE_7055_length_2483_cov_11.2195_g5063_i0,2483,0.000312132569796,0.0,0.0,0.0,0.0,0.0,0.0605591129281,0.0,0.909230839608,1.0,0.00662746440565,0.0,0.00434769726899,False,710972,species,uncultured gamma proteobacterium EB000_65A11,Bacteria,True,False,with annotation
194951,NODE_2157_length_2353_cov_18.1445_g1598_i0,2353,3.66158210851e-08,0.0,0.0,0.0,0.0,0.0,0.467252465723,0.0,0.914018993405,1.0,0.118126449174,0.0,0.000130800736567,False,225842,genus,Formosa,Bacteria,True,False,with annotation
107384,NODE_15346_length_2189_cov_21.3997_g11459_i0,2189,0.000331665990294,0.0,0.0,0.0,0.0,0.0,0.769387886692,1.0,0.00275715623373,0.0,0.000317621125869,0.0,0.0159743480418,False,200644,order,Flavobacteriales,Bacteria,True,False,with annotation
180476,NODE_9588_length_2087_cov_11.0044_g7356_i0,2087,0.726678096789,1.0,0.0,0.0,0.0,0.0,0.999910439573,1.0,0.609664806072,1.0,0.352438357977,0.0,0.852415987173,True,280463,no rank,Emiliania huxleyi CCMP1516,Eukaryota,False,False,with annotation
33890,NODE_4934_length_2449_cov_9.7995_g3814_i0,2449,6.2811453435e-07,0.0,0.0,0.0,0.0,0.0,0.999988521991,1.0,0.00243817018847,0.0,0.000794997902866,0.0,0.000792532223222,False,117743,class,Flavobacteriia,Bacteria,True,False,with annotation
154139,NODE_431_length_4768_cov_48.3276_g313_i0,4768,8.14839395824e-05,0.0,0.0,0.0,0.0,0.0,0.992638340249,1.0,0.0395853257601,0.0,0.00139062729294,0.0,0.0089935578357,False,2759,superkingdom,Eukaryota,Eukaryota,False,False,with annotation
33699,NODE_4731_length_2484_cov_152.357_g3652_i1,2484,0.816238090364,1.0,0.0,0.0,0.0,0.0,0.970288542269,1.0,0.651554599613,1.0,0.048568506942,0.0,0.889936215042,True,312017,no rank,Tetrahymena thermophila SB210,Eukaryota,False,False,with annotation
195064,NODE_2271_length_2305_cov_64.3396_g1118_i2,2305,0.490020509015,0.0,0.0,0.0,0.0,0.0,0.579768051028,1.0,0.769288556109,1.0,0.0452920172654,0.0,0.533008663603,True,2,superkingdom,Bacteria,Bacteria,True,False,with annotation
106012,NODE_13870_length_2287_cov_11.5287_g10305_i0,2287,0.446960421841,0.0,0.0,0.0,0.0,0.0,0.968065924866,1.0,0.443937065187,0.0,0.0747362152091,0.0,0.657789597172,True,5949,species,Stylonychia lemnae,Eukaryota,False,False,with annotation
158653,NODE_5052_length_2174_cov_20.8613_g3849_i0,2174,0.577452907763,1.0,0.0,0.0,0.0,0.0,0.406737744786,0.0,0.982390384925,1.0,0.771613766231,1.0,0.484635835885,False,2759,superkingdom,Eukaryota,Eukaryota,False,False,with annotation
10754,NODE_1086_length_3328_cov_50.6318_g647_i1,3328,0.247286496782,0.0,0.0,0.0,0.0,0.0,0.683184133217,1.0,0.477148298366,0.0,0.160099112247,0.0,0.411025803278,False,1655514,family,Pelagibacteraceae,Bacteria,True,False,with annotation
126548,NODE_877_length_3187_cov_111.101_g666_i0,3187,0.88928716158,1.0,0.0,0.0,0.0,0.0,0.969161926265,1.0,0.000706727251588,0.0,4.3013487682e-06,0.0,0.928365907668,True,1236,class,Gammaproteobacteria,Bacteria,True,False,with annotation
35637,NODE_6818_length_2187_cov_16.9916_g5252_i0,2187,7.75906468648e-06,0.0,0.0,0.0,0.0,0.0,0.957825259789,1.0,0.00124758649306,0.0,5.49528804801e-05,0.0,0.00272613795488,False,976,phylum,Bacteroidetes,Bacteria,True,False,with annotation
91961,NODE_9259_length_2996_cov_32.3244_g2204_i1,2996,0.197251396482,0.0,0.0,0.0,0.0,0.0,0.35027478792,0.0,0.230117929882,0.0,0.000712050532905,0.0,0.262853934857,False,57506,family,Oxytrichidae,Eukaryota,False,False,with annotation
167996,NODE_366_length_4123_cov_11.264_g260_i1,4123,0.999039254285,1.0,0.0,0.0,0.0,0.0,0.0215151912728,0.0,0.998027854415,1.0,0.0401921539105,0.0,0.14661009735,False,74201,phylum,Verrucomicrobia,Bacteria,True,False,with annotation
28628,NODE_6863_length_2093_cov_68.9882_g5141_i0,2093,0.999999999992,1.0,0.0,0.0,0.0,0.0,0.109733539504,0.0,0.99584539515,1.0,0.00761104089089,0.0,0.331260531158,False,2,superkingdom,Bacteria,Bacteria,True,False,with annotation
154472,NODE_769_length_4055_cov_62.1145_g579_i0,4055,0.235793241196,0.0,0.0,0.0,0.0,0.0,0.0021005917001,0.0,0.514067609543,1.0,0.00039158402368,0.0,0.0222554560815,False,57506,family,Oxytrichidae,Eukaryota,False,False,with annotation
55404,NODE_17068_length_2130_cov_13.8111_g10572_i1,2130,0.000385137315904,0.0,0.0,0.0,0.0,0.0,0.569329530642,1.0,0.779510142333,1.0,0.0114777111794,0.0,0.0148077698286,False,31989,family,Rhodobacteraceae,Bacteria,True,False,with annotation
48052,NODE_5679_length_2109_cov_46.6456_g3635_i0,2109,0.999808418666,1.0,0.0,0.0,0.0,0.0,9.77091976363e-05,0.0,0.337853847329,0.0,1.44361721445e-07,0.0,0.00988384937046,False,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,with annotation
131609,NODE_3293_length_3573_cov_117.813_g2213_i0,3573,0.515636098339,1.0,0.0,0.0,0.0,0.0,0.0129752021283,0.0,0.738781264938,1.0,0.00589060570916,0.0,0.0817953702883,False,1236,class,Gammaproteobacteria,Bacteria,True,False,with annotation
39598,NODE_520_length_3178_cov_442.262_g373_i1,3178,0.983528969655,1.0,0.0,0.0,0.0,0.0,0.573439611643,1.0,0.0370277223256,0.0,0.000825315535875,0.0,0.750995652716,True,1655514,family,Pelagibacteraceae,Bacteria,True,False,with annotation
17495,NODE_355_length_4670_cov_43.4351_g265_i0,4670,6.95944337301e-10,0.0,0.0,0.0,0.0,0.0,0.925395861584,1.0,0.96792909521,1.0,0.59956678963,1.0,2.53776281325e-05,False,3814,subfamily,Papilionoideae,Eukaryota,False,False,with annotation
56475,NODE_18204_length_2064_cov_10.9119_g13781_i0,2064,0.00156297530163,0.0,0.0,0.0,0.0,0.0,0.0011875479589,0.0,0.96019132826,1.0,0.000405407775369,0.0,0.0013623905935,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,with annotation
68361,NODE_11089_length_2197_cov_5.5957_g8707_i0,2197,0.981533830187,1.0,0.0,0.0,0.0,0.0,0.0376391015,0.0,0.0251057860733,0.0,1.43609317874e-05,0.0,0.192208354293,False,2759,superkingdom,Eukaryota,Eukaryota,False,False,with annotation
118508,NODE_8204_length_2871_cov_63.1804_g6025_i0,2871,0.00535384694686,0.0,0.0,0.0,0.0,0.0,0.771864449086,1.0,0.0218516759013,0.0,0.000960791393277,0.0,0.0642840891989,False,1236,class,Gammaproteobacteria,Bacteria,True,False,with annotation
185229,NODE_2301_length_3824_cov_107.199_g1573_i1,3824,0.813765355902,1.0,0.0,0.0,0.0,0.0,0.99979235211,1.0,0.315972732278,0.0,0.0432520506191,0.0,0.901995775624,True,905079,no rank,Guillardia theta CCMP2712,Eukaryota,False,False,with annotation
164040,NODE_1165_length_2032_cov_47.911_g885_i0,2032,6.67521517717e-05,0.0,0.0,0.0,0.0,0.0,0.999390205089,1.0,0.0551851583481,0.0,0.0102053916117,0.0,0.00816770755165,False,1655514,family,Pelagibacteraceae,Bacteria,True,False,with annotation
106939,NODE_14873_length_2220_cov_10.5968_g11079_i0,2220,0.402572906484,0.0,0.0,0.0,0.0,0.0,0.698071961125,1.0,0.0931718356267,0.0,0.0107254228535,0.0,0.530117777786,True,1172189,species,Oxytricha trifallax,Eukaryota,False,False,with annotation
163275,NODE_385_length_3265_cov_24.2688_g284_i0,3265,3.13088276504e-07,0.0,0.0,0.0,0.0,0.0,0.000155246148495,0.0,0.99956917154,1.0,0.0133592985603,0.0,6.97178234501e-06,False,204286,genus,Cobetia,Bacteria,True,False,with annotation
184850,NODE_1922_length_4089_cov_39.9388_g1346_i0,4089,6.63485026381e-06,0.0,0.0,0.0,0.0,0.0,0.0170211125528,0.0,0.987855709208,1.0,0.00408376359856,0.0,0.000336054360352,False,59753,genus,Alcanivorax,Bacteria,True,False,with annotation
43760,NODE_1360_length_4189_cov_44.1522_g423_i1,4189,0.000732258004308,0.0,0.0,0.0,0.0,0.0,0.997181905022,1.0,0.0309193074009,0.0,0.00122463836224,0.0,0.0270221100528,False,62672,no rank,SAR86 cluster,Bacteria,True,False,with annotation
61973,NODE_4500_length_3933_cov_24.2086_g3278_i0,3933,1.39873585206e-05,0.0,0.0,0.0,0.0,0.0,0.998202747601,1.0,0.0555291233029,0.0,0.00433535550711,0.0,0.00373660537212,False,117743,class,Flavobacteriia,Bacteria,True,False,with annotation
40869,NODE_1806_length_2045_cov_232.514_g1243_i0,2045,3.58772835469e-06,0.0,0.0,0.0,0.0,0.0,0.80046819986,1.0,0.202319473565,0.0,0.013974053863,0.0,0.00169465703246,False,2,superkingdom,Bacteria,Bacteria,True,False,with annotation
62248,NODE_4785_length_3833_cov_19.3385_g3494_i0,3833,0.00631874337205,0.0,0.0,0.0,0.0,0.0,0.00916340485614,0.0,0.784359680061,1.0,0.00101317919773,0.0,0.00760928404649,False,31989,family,Rhodobacteraceae,Bacteria,True,False,with annotation
40966,NODE_1904_length_2002_cov_59.2003_g1237_i1,2002,0.234227263417,0.0,0.0,0.0,0.0,0.0,0.851880448544,1.0,0.302862658494,0.0,0.169675655316,0.0,0.446691869437,False,976,phylum,Bacteroidetes,Bacteria,True,False,with annotation
108059,NODE_16062_length_2146_cov_40.4414_g12032_i0,2146,0.997842561113,1.0,0.0,0.0,0.0,0.0,5.26311781004e-07,0.0,0.232216888459,0.0,3.89649322362e-09,0.0,0.000724690482552,False,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,with annotation
19533,NODE_2474_length_2588_cov_15.002_g1838_i0,2588,0.452163342781,0.0,0.0,0.0,0.0,0.0,0.995586548839,1.0,0.155950854545,0.0,0.00752828348382,0.0,0.670945409069,True,41875,species,Bathycoccus prasinos,Eukaryota,False,False,with annotation
94848,NODE_12186_length_2661_cov_61.4075_g8453_i0,2661,0.566206157287,1.0,0.0,0.0,0.0,0.0,0.455941651614,0.0,0.848338730194,1.0,0.179819968322,0.0,0.508091498165,True,200644,order,Flavobacteriales,Bacteria,True,False,with annotation
14136,NODE_4540_length_2129_cov_8.1215_g3409_i0,2129,0.960256285321,1.0,0.0,0.0,0.0,0.0,0.00543890116706,0.0,0.394439989722,0.0,0.00348322836464,0.0,0.0722685203315,False,414999,class,Opitutae,Bacteria,True,False,with annotation
166422,NODE_2512_length_2304_cov_29.4291_g1949_i0,2304,0.819323937793,1.0,0.0,0.0,0.0,0.0,0.000686626323261,0.0,0.992316725844,1.0,0.000284354552905,0.0,0.0237185451275,False,280463,no rank,Emiliania huxleyi CCMP1516,Eukaryota,False,False,with annotation
81541,NODE_20801_length_2063_cov_37.8093_g14535_i0,2063,0.221363966227,0.0,0.0,0.0,0.0,0.0,0.822735749239,1.0,0.240578579417,0.0,0.0438858945881,0.0,0.4267599426,False,487796,species,Flavobacteria bacterium MS024-2A,Bacteria,True,False,with annotation
120760,NODE_600_length_3093_cov_20.8512_g465_i0,3093,0.480150439549,0.0,0.0,0.0,0.0,0.0,0.985681345836,1.0,0.669169314769,1.0,0.368530049732,0.0,0.687950093727,True,49546,family,Flavobacteriaceae,Bacteria,True,False,with annotation
185138,NODE_2212_length_3873_cov_9.02043_g1540_i0,3873,0.769784866199,1.0,0.0,0.0,0.0,0.0,0.999218741468,1.0,0.2815382242,0.0,0.142021919293,0.0,0.877031051448,True,274854,species,uncultured marine group II euryarchaeote,Archaea,True,False,with annotation
71862,NODE_866_length_5847_cov_91.3741_g647_i0,5847,2.86197078246e-06,0.0,0.0,0.0,0.0,0.0,0.999988428172,1.0,0.0903693136148,0.0,0.0765278187545,0.0,0.00169172623797,False,1224,phylum,Proteobacteria,Bacteria,True,False,with annotation
63685,NODE_6251_length_3414_cov_10.8157_g4579_i0,3414,3.35785072121e-06,0.0,0.0,0.0,0.0,0.0,0.98379604669,1.0,0.0494575591187,0.0,0.0157798333837,0.0,0.00181753686755,False,117743,class,Flavobacteriia,Bacteria,True,False,with annotation
95525,NODE_12880_length_2595_cov_33.2697_g959_i1,2595,0.202006090002,0.0,0.0,0.0,0.0,0.0,0.795883140969,1.0,0.949836711023,1.0,0.620320287991,1.0,0.400965386792,False,1236,class,Gammaproteobacteria,Bacteria,True,False,with annotation
16351,NODE_1373_length_2494_cov_1988.43_g858_i0,2494,0.51995569302,1.0,0.0,0.0,0.0,0.0,0.987794793579,1.0,0.783494310207,1.0,0.0291619694068,0.0,0.716665561093,True,226,genus,Alteromonas,Bacteria,True,False,with annotation
191907,NODE_9012_length_2232_cov_7.41938_g4146_i1,2232,0.549039758127,1.0,0.0,0.0,0.0,0.0,0.836677649377,1.0,0.99851390805,1.0,0.974461147611,1.0,0.677767876374,True,976,phylum,Bacteroidetes,Bacteria,True,False,with annotation
30493,NODE_1345_length_3761_cov_33.8392_g1032_i0,3761,6.98056710897e-05,0.0,0.0,0.0,0.0,0.0,0.999443774159,1.0,0.140160799812,0.0,0.00815062606138,0.0,0.00835265486966,False,28211,class,Alphaproteobacteria,Bacteria,True,False,with annotation
42189,NODE_1210_length_2101_cov_220.574_g830_i0,2101,0.685668375579,1.0,0.0,0.0,0.0,0.0,0.866182389091,1.0,0.835159546835,1.0,0.294343075443,0.0,0.770658077025,True,1123866,species,SAR86 cluster bacterium SAR86A,Bacteria,True,False,with annotation
197768,NODE_1578_length_4142_cov_13.943_g1178_i0,4142,0.0481924419456,0.0,0.0,0.0,0.0,0.0,0.0188810957519,0.0,0.960858601191,1.0,0.0370984856436,0.0,0.0301649815331,False,72274,order,Pseudomonadales,Bacteria,True,False,with annotation
62670,NODE_5211_length_3696_cov_12.0382_g3800_i1,3696,0.994068520274,1.0,0.0,0.0,0.0,0.0,0.843220000687,1.0,0.100530276932,0.0,0.00191008911882,0.0,0.915542712465,True,1236,class,Gammaproteobacteria,Bacteria,True,False,with annotation
24998,NODE_3063_length_3194_cov_34.6199_g2227_i0,3194,0.00158886097203,0.0,0.0,0.0,0.0,0.0,0.0372222717495,0.0,0.444162380034,0.0,5.36278112641e-05,0.0,0.00769031955598,False,1783272,no rank,Terrabacteria group,Bacteria,True,False,with annotation
66466,NODE_9121_length_2883_cov_36.8119_g6749_i0,2883,0.0243434671355,0.0,0.0,0.0,0.0,0.0,0.110268109096,0.0,0.849680569921,1.0,0.0192023356144,0.0,0.051810308722,False,2759,superkingdom,Eukaryota,Eukaryota,False,False,with annotation
35002,NODE_6149_length_2266_cov_26.6934_g4721_i0,2266,0.000258545365522,0.0,0.0,0.0,0.0,0.0,0.14230327645,0.0,0.00113022610729,0.0,3.04570199051e-05,0.0,0.00606562879055,False,200644,order,Flavobacteriales,Bacteria,True,False,with annotation
34236,NODE_5321_length_2384_cov_34.5062_g4100_i0,2384,0.536838660492,1.0,0.0,0.0,0.0,0.0,0.838319178339,1.0,0.850353477538,1.0,0.0978707279594,0.0,0.670851805367,True,44249,genus,Paenibacillus,Bacteria,True,False,with annotation
101975,NODE_19566_length_2123_cov_30.9101_g13637_i0,2123,0.604871502425,1.0,0.0,0.0,0.0,0.0,0.92397361321,1.0,0.190841932766,0.0,0.0140043540935,0.0,0.747586321185,True,38832,genus,Micromonas,Eukaryota,False,True,with annotation
159797,NODE_6236_length_2013_cov_306.729_g4766_i0,2013,0.00102607514456,0.0,0.0,0.0,0.0,0.0,0.088121991837,0.0,0.710624926581,1.0,0.0011047908758,0.0,0.00950893188077,False,74201,phylum,Verrucomicrobia,Bacteria,True,False,with annotation
48471,NODE_6105_length_2037_cov_299.985_g3898_i2,2037,0.0982556440091,0.0,0.0,0.0,0.0,0.0,0.120295542996,0.0,0.407570269559,0.0,0.0129928910527,0.0,0.108718517505,False,2,superkingdom,Bacteria,Bacteria,True,False,with annotation
177864,NODE_6830_length_2398_cov_18.6329_g5146_i1,2398,0.713334186066,1.0,0.0,0.0,0.0,0.0,0.516302767271,1.0,0.932697215082,1.0,0.482084332836,0.0,0.606874298562,True,403978,no rank,unclassified Flavobacteriales (miscellaneous),Bacteria,True,False,with annotation
49990,NODE_11354_length_2601_cov_17.5628_g8204_i1,2601,0.932691943499,1.0,0.0,0.0,0.0,0.0,0.022763486068,0.0,0.978036674416,1.0,0.0432485687956,0.0,0.145709711624,False,13792,order,Mamiellales,Eukaryota,False,False,with annotation
181685,NODE_10302_length_2106_cov_26.5622_g7459_i0,2106,0.913537414515,1.0,0.0,0.0,0.0,0.0,0.999795485623,1.0,0.026836457612,0.0,0.00494972174851,0.0,0.955693770504,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,with annotation
43727,NODE_1327_length_4235_cov_49.8191_g780_i0,4235,9.31052118959e-05,0.0,0.0,0.0,0.0,0.0,0.179533495936,0.0,0.236425447668,0.0,0.000490590177482,0.0,0.00408845987892,False,976,phylum,Bacteroidetes,Bacteria,True,False,with annotation
