,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,euk_label,micromonas_label,no_rank_label
174646,NODE_3438_length_3103_cov_13.4088_g2588_i0,3103,0.00323896331607,0.0,0.0,0.0,0.0,0.0,0.0158425845866,0.0,0.973051543902,1.0,0.00773269422381,0.0,0.00716334770256,False,50423,no rank,environmental samples,Bacteria,True,False,no rank
120388,NODE_206_length_4676_cov_137.081_g157_i0,4676,2.25230905707e-07,0.0,0.0,0.0,0.0,0.0,0.989546000758,1.0,0.870416491063,1.0,0.655008054197,1.0,0.00047209780977,False,131567,no rank,cellular organisms,N/A,True,False,no rank
57100,NODE_18873_length_2025_cov_11.5203_g14310_i0,2025,0.472143082754,0.0,0.0,0.0,0.0,0.0,0.9522347958,1.0,0.653689908838,1.0,0.0337708175554,0.0,0.670515527035,True,131567,no rank,cellular organisms,N/A,True,False,no rank
168698,NODE_1066_length_2974_cov_19.6468_g763_i0,2974,0.00314443657578,0.0,0.0,0.0,0.0,0.0,0.999930604994,1.0,0.00523291095845,0.0,7.29754065395e-05,0.0,0.0560733302701,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
170486,NODE_2869_length_2172_cov_13.7256_g2074_i0,2172,0.285672381217,0.0,0.0,0.0,0.0,0.0,0.898026437602,1.0,0.441053866137,0.0,0.0896447588577,0.0,0.506499112364,True,1,no rank,root,N/A,True,False,no rank
38302,NODE_925_length_2307_cov_71.5737_g636_i0,2307,9.93785518257e-06,0.0,0.0,0.0,0.0,0.0,0.0686027497322,0.0,0.0118879650372,0.0,5.28993873894e-05,0.0,0.000825690130718,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
59547,NODE_2031_length_5453_cov_30.0165_g1481_i0,5453,1.36469505341e-08,0.0,0.0,0.0,0.0,0.0,0.933053836204,1.0,0.345748151764,0.0,0.144481437777,0.0,0.000112842100071,False,33634,no rank,Stramenopiles,Eukaryota,False,False,no rank
139543,NODE_1224_length_2151_cov_612.41_g781_i0,2151,5.64067856292e-08,0.0,0.0,0.0,0.0,0.0,0.995952541109,1.0,0.109883230931,0.0,0.00972524559424,0.0,0.000237020002285,False,1655516,no rank,unclassified Pelagibacteraceae,Bacteria,True,False,no rank
100061,NODE_17568_length_2237_cov_42.3529_g3866_i2,2237,0.997224244976,1.0,0.0,0.0,0.0,0.0,0.0948525078691,0.0,0.992578999113,1.0,0.0256206743286,0.0,0.307553605968,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
7545,NODE_770_length_3089_cov_16.416_g579_i0,3089,0.999863887862,1.0,0.0,0.0,0.0,0.0,0.999986994928,1.0,0.000309283214861,0.0,8.04285893563e-05,0.0,0.9999254395,True,1622208,no rank,Prochlorococcus marinus str. P0903-H212,Bacteria,True,False,no rank
17056,NODE_2083_length_2050_cov_184.206_g1287_i1,2050,5.38890306721e-09,0.0,0.0,0.0,0.0,0.0,0.0588225965958,0.0,0.743256739647,1.0,0.00177846586131,0.0,1.7804192518e-05,False,1245745,no rank,Beauveria bassiana D1-5,Eukaryota,False,False,no rank
69076,NODE_11832_length_2141_cov_8.60978_g9308_i0,2141,0.3003807331,0.0,0.0,0.0,0.0,0.0,0.975938777659,1.0,0.329516075077,0.0,0.161357217167,0.0,0.54143624324,True,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
207251,NODE_11267_length_2008_cov_19.6856_g8687_i0,2008,0.910437137034,1.0,0.0,0.0,0.0,0.0,0.999851546183,1.0,0.0817920385493,0.0,0.0419667423918,0.0,0.954097468378,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
31821,NODE_2733_length_2997_cov_17.1356_g1646_i2,2997,0.00140180926234,0.0,0.0,0.0,0.0,0.0,2.3536250661e-05,0.0,0.999857116745,1.0,0.0127289338346,0.0,0.000181640673246,False,131567,no rank,cellular organisms,N/A,True,False,no rank
47016,NODE_4628_length_2314_cov_47.5865_g2898_i0,2314,0.0311863934373,0.0,0.0,0.0,0.0,0.0,0.563661896179,1.0,0.0204190900274,0.0,0.000135963456804,0.0,0.132584243633,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
115144,NODE_4697_length_3619_cov_11.1616_g3378_i0,3619,0.137815155391,0.0,0.0,0.0,0.0,0.0,0.215358296896,0.0,0.76161461579,1.0,0.0149536730311,0.0,0.172277790651,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
204604,NODE_8550_length_2213_cov_44.6909_g6483_i0,2213,0.999863869986,1.0,0.0,0.0,0.0,0.0,0.00107828959372,0.0,0.716255712644,1.0,7.77521903767e-06,0.0,0.0328350849876,False,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
51764,NODE_13217_length_2420_cov_17.6008_g9859_i0,2420,0.0155551285763,0.0,0.0,0.0,0.0,0.0,1.11593073882e-05,0.0,0.999792638189,1.0,0.00507294674374,0.0,0.000416634685601,False,32524,no rank,Amniota,Eukaryota,False,False,no rank
18374,NODE_1268_length_3211_cov_30.3935_g655_i1,3211,0.928860610052,1.0,0.0,0.0,0.0,0.0,0.955781408693,1.0,0.724484616931,1.0,0.0135104228723,0.0,0.942224868253,True,905079,no rank,Guillardia theta CCMP2712,Eukaryota,False,False,no rank
45249,NODE_2848_length_2948_cov_397.654_g1714_i0,2948,0.71528327241,1.0,0.0,0.0,0.0,0.0,0.687729605289,1.0,0.069954168506,0.0,0.000741070893936,0.0,0.70137114469,True,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
196161,NODE_3419_length_2005_cov_27.2267_g2531_i0,2005,0.973947256542,1.0,0.0,0.0,0.0,0.0,0.999345782825,1.0,0.0380424328311,0.0,0.00496428013797,0.0,0.986564789317,True,131567,no rank,cellular organisms,N/A,True,False,no rank
114350,NODE_3836_length_3909_cov_31.8563_g2601_i1,3909,0.999989373751,1.0,0.0,0.0,0.0,0.0,0.00129757385358,0.0,0.977395238739,1.0,0.00454763317928,0.0,0.0360216610561,False,1437201,no rank,Pentapetalae,Eukaryota,False,False,no rank
33815,NODE_4855_length_2462_cov_16.752_g3760_i0,2462,0.79891587433,1.0,0.0,0.0,0.0,0.0,0.999999604845,1.0,0.0925473357868,0.0,0.171786834864,0.0,0.893820764267,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
206818,NODE_10819_length_2045_cov_11.8693_g8354_i0,2045,0.91854876424,1.0,0.0,0.0,0.0,0.0,0.999936714311,1.0,0.448427576804,0.0,0.190359932163,0.0,0.958379169874,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
205274,NODE_9229_length_2163_cov_45.5498_g7045_i0,2163,0.883531161988,1.0,0.0,0.0,0.0,0.0,0.999929266114,1.0,0.101338405804,0.0,0.0443095734744,0.0,0.939930139104,True,1169540,no rank,Vitrella brassicaformis CCMP3155,Eukaryota,False,False,no rank
31855,NODE_2770_length_2981_cov_72.393_g2099_i1,2981,0.302402747958,0.0,0.0,0.0,0.0,0.0,0.981222725674,1.0,0.581794545745,1.0,0.0114779771129,0.0,0.544724194986,True,151659,no rank,environmental samples,unclassified,True,False,no rank
125005,NODE_2784_length_2098_cov_72.7827_g1971_i0,2098,0.99795991261,1.0,0.0,0.0,0.0,0.0,0.00185419801035,0.0,0.771397849055,1.0,0.000194892293896,0.0,0.0430164536471,False,2830,no rank,Haptophyceae,Eukaryota,False,False,no rank
62321,NODE_4855_length_3807_cov_34.7652_g3546_i0,3807,0.515272213556,1.0,0.0,0.0,0.0,0.0,0.423664151802,0.0,0.655771596175,1.0,0.00114832934012,0.0,0.467228386663,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
80218,NODE_9428_length_2361_cov_11.2216_g7363_i0,2361,0.999746516078,1.0,0.0,0.0,0.0,0.0,0.998828569493,1.0,0.606871174025,1.0,0.0865950564356,0.0,0.999287437382,True,1,no rank,root,N/A,True,False,no rank
63029,NODE_5578_length_3589_cov_43.9669_g4079_i0,3589,2.24650770561e-05,0.0,0.0,0.0,0.0,0.0,0.0795052135962,0.0,0.850032825814,1.0,0.0068294992432,0.0,0.0013364470621,False,131567,no rank,cellular organisms,N/A,True,False,no rank
82341,NODE_21632_length_2021_cov_215.891_g15089_i1,2021,0.00209484534912,0.0,0.0,0.0,0.0,0.0,0.210515165171,0.0,0.00832093230553,0.0,0.000103502952587,0.0,0.0209999217779,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
62436,NODE_4971_length_3767_cov_150.761_g2921_i1,3767,0.999428221729,1.0,0.0,0.0,0.0,0.0,0.213215086914,0.0,0.999910737057,1.0,0.927783115564,1.0,0.461620163295,False,564608,no rank,Micromonas pusilla CCMP1545,Eukaryota,False,True,no rank
64558,NODE_7157_length_3218_cov_9.71957_g5257_i0,3218,0.642834316308,1.0,0.0,0.0,0.0,0.0,0.207897874467,0.0,0.591954899345,1.0,0.0012515901202,0.0,0.365573368826,False,1,no rank,root,N/A,True,False,no rank
89720,NODE_6990_length_3373_cov_9.65039_g4813_i0,3373,0.989068143887,1.0,0.0,0.0,0.0,0.0,0.042521046482,0.0,0.658257444354,1.0,0.00644241948609,0.0,0.205076113968,False,1,no rank,root,N/A,True,False,no rank
139505,NODE_1185_length_2172_cov_42.8871_g758_i0,2172,0.000292407635525,0.0,0.0,0.0,0.0,0.0,0.213936578389,0.0,0.00107015592526,0.0,1.00547321848e-05,0.0,0.00790927866743,False,62672,no rank,SAR86 cluster,Bacteria,True,False,no rank
38049,NODE_670_length_2542_cov_347.626_g458_i0,2542,0.000687530897241,0.0,0.0,0.0,0.0,0.0,0.997377367754,1.0,0.709695159591,1.0,0.0314970268795,0.0,0.0261864040399,False,1,no rank,root,N/A,True,False,no rank
133935,NODE_5618_length_2738_cov_24.3805_g3806_i0,2738,0.0116806333141,0.0,0.0,0.0,0.0,0.0,0.00873941394528,0.0,0.996878373594,1.0,0.0263970659787,0.0,0.010103558268,False,131567,no rank,cellular organisms,N/A,True,False,no rank
49777,NODE_11137_length_2625_cov_17.4852_g8301_i0,2625,0.343181971181,0.0,0.0,0.0,0.0,0.0,0.9348801572,1.0,0.483681325264,0.0,0.18618970375,0.0,0.566422117476,True,131567,no rank,cellular organisms,N/A,True,False,no rank
48919,NODE_10248_length_2729_cov_268.835_g646_i12,2729,0.00157343993026,0.0,0.0,0.0,0.0,0.0,0.96855249242,1.0,0.088999666423,0.0,0.00422312633511,0.0,0.0390379195927,False,131567,no rank,cellular organisms,N/A,True,False,no rank
77548,NODE_6659_length_2752_cov_210.713_g5179_i0,2752,0.00119805797417,0.0,0.0,0.0,0.0,0.0,0.995301085756,1.0,0.00211947817276,0.0,8.62745026603e-05,0.0,0.0345315566184,False,1655516,no rank,unclassified Pelagibacteraceae,Bacteria,True,False,no rank
167630,NODE_2_length_12939_cov_21.4978_g1_i0,12939,0.000685465168447,0.0,0.0,0.0,0.0,0.0,0.420407174479,0.0,0.891394169448,1.0,0.0182728997278,0.0,0.0169757024794,False,745002,no rank,OM182 clade,Bacteria,True,False,no rank
135235,NODE_6926_length_2453_cov_29.1109_g4713_i0,2453,0.473621997395,0.0,0.0,0.0,0.0,0.0,0.999995385817,1.0,0.0116388054568,0.0,0.00432742393596,0.0,0.688200415589,True,68359,no rank,environmental samples,Archaea,True,False,no rank
71270,NODE_274_length_8522_cov_26.4135_g205_i0,8522,0.0108029269454,0.0,0.0,0.0,0.0,0.0,0.204623033834,0.0,0.990905491457,1.0,0.160646606895,0.0,0.0470162491683,False,131567,no rank,cellular organisms,N/A,True,False,no rank
36397,NODE_7624_length_2104_cov_7.25134_g5875_i0,2104,0.0424409941879,0.0,0.0,0.0,0.0,0.0,0.510252370338,1.0,0.999996534173,1.0,0.535894242482,1.0,0.147158478804,False,280463,no rank,Emiliania huxleyi CCMP1516,Eukaryota,False,False,no rank
177497,NODE_6439_length_2458_cov_18.0949_g4900_i0,2458,1.99254334245e-07,0.0,0.0,0.0,0.0,0.0,0.816016039945,1.0,0.655157119123,1.0,0.0244891531325,0.0,0.000403230371838,False,2830,no rank,Haptophyceae,Eukaryota,False,False,no rank
29769,NODE_568_length_5045_cov_26.9848_g426_i0,5045,0.56915966415,1.0,0.0,0.0,0.0,0.0,0.998750230973,1.0,0.073442199595,0.0,0.00308975604793,0.0,0.75395513529,True,436017,no rank,Ostreococcus lucimarinus CCE9901,Eukaryota,False,False,no rank
111580,NODE_972_length_6419_cov_26.0852_g199_i1,6419,9.45430426992e-07,0.0,0.0,0.0,0.0,0.0,0.101383915076,0.0,0.90524587715,1.0,0.0181474328162,0.0,0.000309598834172,False,1706432,no rank,unclassified Porticoccaceae,Bacteria,True,False,no rank
