,name,length,probability,prediction,vfam,pfam,diamond,label,score_euk_non_euk,pred_euk_non_euk,score_non_euk_virus,pred_non_euk_virus,score_virus_non_virus,pred_virus_non_virus,hybrid_probability,hybrid_prediction,tax_id,rank,tax_name,top_label,non_euk_label,micromonas_label,annotation_label
2459,NODE_2463_length_3144_cov_14.2376_g1889_i0,3144,0.983486075646,1.0,0.0,1.0,0.0,1.0,0.385120473262,0.0,0.354424513082,0.0,0.000637584228396,0.0,0.61543531171,True,1,no rank,root,N/A,True,False,no annotation
2488,NODE_2492_length_3117_cov_103.956_g1912_i0,3117,0.961865053507,1.0,0.0,1.0,0.0,1.0,0.987009600933,1.0,0.188796708799,0.0,0.000830769503878,0.0,0.974356219569,True,1,no rank,root,N/A,True,False,no annotation
2489,NODE_2492_length_3117_cov_103.956_g1912_i0,3117,0.961865053507,1.0,0.0,1.0,0.0,1.0,0.987009600933,1.0,0.188796708799,0.0,0.000830769503878,0.0,0.974356219569,True,1,no rank,root,N/A,True,False,no annotation
2508,NODE_2512_length_3105_cov_99.6875_g1912_i1,3105,0.958038249659,1.0,0.0,1.0,0.0,1.0,0.99252647466,1.0,0.116586257242,0.0,0.000610108199858,0.0,0.975129902384,True,1,no rank,root,N/A,True,False,no annotation
2509,NODE_2512_length_3105_cov_99.6875_g1912_i1,3105,0.958038249659,1.0,0.0,1.0,0.0,1.0,0.99252647466,1.0,0.116586257242,0.0,0.000610108199858,0.0,0.975129902384,True,1,no rank,root,N/A,True,False,no annotation
2514,NODE_2517_length_3101_cov_34.7259_g1931_i0,3101,0.989846705445,1.0,0.0,1.0,0.0,1.0,0.745072864284,1.0,0.0168664059805,0.0,3.07101128454e-05,0.0,0.858782813072,True,1,no rank,root,N/A,True,False,no annotation
2515,NODE_2517_length_3101_cov_34.7259_g1931_i0,3101,0.989846705445,1.0,0.0,1.0,0.0,1.0,0.745072864284,1.0,0.0168664059805,0.0,3.07101128454e-05,0.0,0.858782813072,True,1,no rank,root,N/A,True,False,no annotation
2540,NODE_2542_length_3088_cov_34.2272_g1949_i0,3088,0.9999960791,1.0,0.0,0.0,1.0,1.0,0.999830965688,1.0,0.240331365871,0.0,0.0321998139675,0.0,0.999913518986,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
2613,NODE_2616_length_3039_cov_25.7507_g2009_i0,3039,0.595979813324,1.0,0.0,1.0,1.0,1.0,0.963842244906,1.0,0.722174888762,1.0,0.00139162699264,0.0,0.757911948179,True,10239,superkingdom,Viruses,Virus,True,False,with annotation
2629,NODE_2632_length_3029_cov_64.9822_g2022_i0,3029,0.778974381627,1.0,0.0,0.0,1.0,1.0,0.988768685051,1.0,0.892584573945,1.0,0.0589105597445,0.0,0.877624905646,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
2704,NODE_2709_length_2973_cov_55.8376_g2089_i0,2973,0.138525664876,0.0,0.0,0.0,1.0,1.0,0.933264789548,1.0,0.855788023598,1.0,0.0651731974593,0.0,0.359556845961,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
2720,NODE_2725_length_2963_cov_43.0512_g2089_i1,2963,0.0794584704883,0.0,0.0,0.0,1.0,1.0,0.989813500175,1.0,0.783388041881,1.0,0.0460216214637,0.0,0.280444409451,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
2722,NODE_2727_length_2963_cov_37.141_g2089_i2,2963,0.0243261319101,0.0,0.0,0.0,1.0,1.0,0.967930687165,1.0,0.565103160915,1.0,0.0109302585611,0.0,0.153447090477,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
2754,NODE_2759_length_2941_cov_66.5419_g2132_i0,2941,0.998175569412,1.0,0.0,0.0,1.0,1.0,0.7403252549,1.0,0.0296921989283,0.0,0.00131510422369,0.0,0.859636308482,True,28883,order,Caudovirales,Virus,True,False,with annotation
2768,NODE_2773_length_2929_cov_100.368_g2144_i0,2929,0.460692775738,0.0,0.0,0.0,1.0,1.0,0.531090837117,1.0,0.916692657241,1.0,0.346676071043,0.0,0.494640992964,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
2886,NODE_2893_length_2857_cov_66.0985_g1912_i2,2857,0.872632821057,1.0,0.0,1.0,0.0,1.0,0.98259346498,1.0,0.19137033869,0.0,0.00300409030134,0.0,0.925982347185,True,1,no rank,root,N/A,True,False,no annotation
2887,NODE_2893_length_2857_cov_66.0985_g1912_i2,2857,0.872632821057,1.0,0.0,1.0,0.0,1.0,0.98259346498,1.0,0.19137033869,0.0,0.00300409030134,0.0,0.925982347185,True,1,no rank,root,N/A,True,False,no annotation
2918,NODE_2924_length_2838_cov_58.6673_g1806_i1,2838,0.982519160854,1.0,0.0,1.0,1.0,1.0,0.689809718637,1.0,0.0944834506616,0.0,0.000318327595669,0.0,0.823256500675,True,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3047,NODE_3053_length_2767_cov_58.785_g2379_i0,2767,0.999992564674,1.0,0.0,1.0,1.0,1.0,0.999860424649,1.0,0.193293078707,0.0,0.00374577353427,0.0,0.999926492479,True,10239,superkingdom,Viruses,Virus,True,False,with annotation
3063,NODE_3069_length_2756_cov_47.4924_g2394_i0,2756,0.993115146918,1.0,0.0,0.0,1.0,1.0,0.862746472095,1.0,0.748883030373,1.0,0.0774673256106,0.0,0.925638476614,True,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3115,NODE_3121_length_2728_cov_45.2349_g2394_i1,2728,0.998881468833,1.0,0.0,0.0,1.0,1.0,0.893326777659,1.0,0.3704269313,0.0,0.0111476464676,0.0,0.94463091407,True,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3193,NODE_3202_length_2692_cov_28.0095_g2500_i0,2692,0.971590429372,1.0,0.0,1.0,0.0,1.0,0.998994557565,1.0,0.134738579643,0.0,0.000585659592333,0.0,0.985197214331,True,1752722,phylum,Candidatus Woesebacteria,Bacteria,True,False,with annotation
3215,NODE_3224_length_2686_cov_31.5439_g2500_i1,2686,0.997963797213,1.0,0.0,1.0,0.0,1.0,0.998260714907,1.0,0.243962382583,0.0,0.000680023804344,0.0,0.998112245019,True,1752722,phylum,Candidatus Woesebacteria,Bacteria,True,False,with annotation
3221,NODE_3230_length_2683_cov_41.7675_g2500_i2,2683,0.997338249243,1.0,0.0,1.0,0.0,1.0,0.998870289268,1.0,0.211990874071,0.0,0.000765741542365,0.0,0.998103975305,True,1752722,phylum,Candidatus Woesebacteria,Bacteria,True,False,with annotation
3228,NODE_3237_length_2679_cov_46.6242_g2525_i0,2679,0.999995619234,1.0,0.0,0.0,1.0,1.0,0.971739102412,1.0,0.121950197792,0.0,0.0057517439376,0.0,0.98576612107,True,186616,no rank,environmental samples,Virus,True,False,with annotation
3248,NODE_3257_length_2669_cov_17.746_g2541_i0,2669,0.99802561526,1.0,0.0,1.0,1.0,1.0,0.462255037767,0.0,0.0128686398102,0.0,0.000415030174066,0.0,0.679221884567,True,186616,no rank,environmental samples,Virus,True,False,with annotation
3273,NODE_3282_length_2651_cov_16.6106_g2541_i1,2651,0.997171747716,1.0,0.0,1.0,1.0,1.0,0.599388883653,1.0,0.0178898674178,0.0,0.000609401937633,0.0,0.773106500214,True,186616,no rank,environmental samples,Virus,True,False,with annotation
3276,NODE_3285_length_2650_cov_25.5322_g2563_i0,2650,0.238483718206,0.0,0.0,1.0,1.0,1.0,0.939126814266,1.0,0.408664340969,0.0,0.00057995091338,0.0,0.473250942453,False,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
3277,NODE_3286_length_2650_cov_21.5881_g2563_i1,2650,0.559579904618,1.0,0.0,1.0,1.0,1.0,0.719659240145,1.0,0.580217025106,1.0,0.000599349361953,0.0,0.6345918759,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
3445,NODE_3456_length_2574_cov_96.16_g2705_i0,2574,0.999999827545,1.0,0.0,0.0,1.0,1.0,0.772467688276,1.0,0.824826074832,1.0,0.0112708916354,0.0,0.878901334087,True,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3460,NODE_3471_length_2570_cov_190.231_g2718_i0,2570,0.966295765016,1.0,0.0,0.0,1.0,1.0,0.799236388975,1.0,0.0070283104734,0.0,0.000119843267364,0.0,0.878805290103,True,28883,order,Caudovirales,Virus,True,False,with annotation
3473,NODE_3484_length_2562_cov_21.5281_g2728_i0,2562,0.999992670885,1.0,0.0,1.0,1.0,1.0,0.202158370218,0.0,0.0104391229033,0.0,0.000794645208757,0.0,0.449618603459,False,10239,superkingdom,Viruses,Virus,True,False,with annotation
3479,NODE_3490_length_2559_cov_92.885_g2705_i1,2559,0.999999963291,1.0,0.0,0.0,1.0,1.0,0.770277378417,1.0,0.942672806322,1.0,0.0495360634146,0.0,0.877654459421,True,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3521,NODE_3534_length_2542_cov_14.8424_g2770_i0,2542,0.000751415875001,0.0,0.0,1.0,1.0,1.0,0.0211724224346,0.0,0.832384521067,1.0,0.0014866697399,0.0,0.00398864567611,False,35278,no rank,"ssRNA positive-strand viruses, no DNA stage",Virus,True,False,with annotation
3588,NODE_3604_length_2511_cov_104.465_g2705_i2,2511,0.999999824722,1.0,0.0,0.0,1.0,1.0,0.974022789449,1.0,0.818604642653,1.0,0.023554004666,0.0,0.986925842566,True,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3670,NODE_3688_length_2473_cov_9.20306_g2903_i0,2473,0.484021710158,0.0,0.0,0.0,1.0,1.0,0.99770563308,1.0,0.624181745938,1.0,0.0270614877549,0.0,0.694918115146,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
3688,NODE_3706_length_2466_cov_84.8071_g2918_i0,2466,0.999919152495,1.0,0.0,0.0,1.0,1.0,0.996839272798,1.0,0.326962979625,0.0,0.00446027269134,0.0,0.998378025014,True,186616,no rank,environmental samples,Virus,True,False,with annotation
3742,NODE_3761_length_2448_cov_75.4087_g2960_i0,2448,0.999999098907,1.0,0.0,0.0,1.0,1.0,0.172522146946,0.0,0.403374215621,0.0,0.0310445827668,0.0,0.415357666942,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
3820,NODE_3840_length_2415_cov_35.9568_g3021_i0,2415,0.956504818293,1.0,0.0,0.0,1.0,1.0,0.999576436744,1.0,0.0299687596062,0.0,0.00664949421425,0.0,0.977803496618,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
3853,NODE_3873_length_2402_cov_14.3575_g3049_i0,2402,0.991827759901,1.0,0.0,0.0,1.0,1.0,0.865286744719,1.0,0.00534589521369,0.0,0.000223291758584,0.0,0.926399165418,True,196895,no rank,unclassified Podoviridae,Virus,True,False,with annotation
3862,NODE_3882_length_2398_cov_72.6539_g3058_i0,2398,0.11910085291,0.0,0.0,0.0,1.0,1.0,0.779640383326,1.0,0.00205419018353,0.0,1.77843151353e-05,0.0,0.304722553509,False,10239,superkingdom,Viruses,Virus,True,False,with annotation
3884,NODE_3904_length_2391_cov_69.8604_g3077_i0,2391,0.999989124731,1.0,0.0,0.0,1.0,1.0,0.959533279623,1.0,0.557661818857,1.0,0.00477893700708,0.0,0.979552369422,True,186616,no rank,environmental samples,Virus,True,False,with annotation
3896,NODE_3916_length_2386_cov_52.4123_g1806_i2,2386,0.97727620858,1.0,0.0,1.0,1.0,1.0,0.214566944214,0.0,0.167194402717,0.0,0.000368758297499,0.0,0.457920484067,False,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
3992,NODE_4013_length_2353_cov_18.6414_g3158_i0,2353,0.971162179424,1.0,0.0,0.0,1.0,1.0,0.997849463919,1.0,0.208070177752,0.0,0.0432064532483,0.0,0.984415390024,True,28883,order,Caudovirales,Virus,True,False,with annotation
4027,NODE_4048_length_2341_cov_37.6212_g3183_i0,2341,0.999999952456,1.0,0.0,0.0,1.0,1.0,0.844134584867,1.0,0.0763594755583,0.0,0.000549039772666,0.0,0.918767949339,True,186616,no rank,environmental samples,Virus,True,False,with annotation
4028,NODE_4049_length_2341_cov_36.4808_g3183_i1,2341,0.999999924999,1.0,0.0,0.0,1.0,1.0,0.920403958807,1.0,0.065168220274,0.0,0.000584458497673,0.0,0.95937682366,True,186616,no rank,environmental samples,Virus,True,False,with annotation
4029,NODE_4050_length_2341_cov_36.3128_g3183_i2,2341,0.999999916446,1.0,0.0,0.0,1.0,1.0,0.843535669549,1.0,0.0556403293092,0.0,0.000504051801122,0.0,0.918441941044,True,186616,no rank,environmental samples,Virus,True,False,with annotation
4030,NODE_4051_length_2341_cov_32.9147_g3183_i3,2341,0.99999991585,1.0,0.0,0.0,1.0,1.0,0.908416619291,1.0,0.0477836158826,0.0,0.000597562360027,0.0,0.953108882997,True,186616,no rank,environmental samples,Virus,True,False,with annotation
4584,NODE_4615_length_2174_cov_11.5984_g3631_i0,2174,0.973092816003,1.0,0.0,1.0,1.0,1.0,0.961858672042,1.0,0.0279230049586,0.0,5.67559164583e-06,0.0,0.967459437793,True,10239,superkingdom,Viruses,Virus,True,False,with annotation
4760,NODE_4789_length_2130_cov_25.0405_g3784_i0,2130,0.243627811049,0.0,0.0,0.0,1.0,1.0,0.96863778025,1.0,0.776586734567,1.0,0.15489900622,0.0,0.485785036926,False,10239,superkingdom,Viruses,Virus,True,False,with annotation
4789,NODE_4817_length_2126_cov_26.2269_g3809_i0,2126,0.885573623943,1.0,0.0,0.0,1.0,1.0,0.883348198047,1.0,0.0406993473809,0.0,9.79443125696e-05,0.0,0.88446021106,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
4812,NODE_4842_length_2120_cov_25.8102_g3809_i1,2120,0.724771473747,1.0,0.0,0.0,1.0,1.0,0.897224148827,1.0,0.0256345579428,0.0,4.85613327831e-05,0.0,0.806400935408,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
4965,NODE_4998_length_2084_cov_13.2031_g3961_i0,2084,0.000882249871344,0.0,0.0,0.0,1.0,1.0,0.0388491446844,0.0,0.0192437602925,0.0,9.45876454127e-05,0.0,0.00585445581584,False,1283076,species,Pelagibacter phage HTVC008M,Virus,True,False,with annotation
4969,NODE_5002_length_2083_cov_59.4073_g1806_i3,2083,0.973716668773,1.0,0.0,0.0,1.0,1.0,0.0834437157117,0.0,0.0608729271379,0.0,9.23416462861e-05,0.0,0.285044798046,False,1868660,species,uncultured Mediterranean phage,Virus,True,False,with annotation
5089,NODE_5129_length_2054_cov_14.9505_g4069_i0,2054,0.999998542515,1.0,0.0,1.0,1.0,1.0,0.978630733756,1.0,0.00741855106816,0.0,0.000136493308084,0.0,0.989256947116,True,10239,superkingdom,Viruses,Virus,True,False,with annotation
5187,NODE_5230_length_2029_cov_15.7984_g4154_i0,2029,0.781985598261,1.0,0.0,0.0,1.0,1.0,0.96860445138,1.0,0.0218532968279,0.0,0.000222489117183,0.0,0.870307262632,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
5197,NODE_5240_length_2026_cov_42.5332_g2525_i1,2026,0.99999301248,1.0,0.0,0.0,1.0,1.0,0.99136276616,1.0,0.163842296187,0.0,0.0204264481553,0.0,0.995668538718,True,186616,no rank,environmental samples,Virus,True,False,with annotation
5213,NODE_5256_length_2022_cov_110.104_g1816_i1,2022,0.273439055882,0.0,0.0,0.0,1.0,1.0,0.414041260631,0.0,0.573128456348,1.0,0.0338410963443,0.0,0.336474443908,False,28883,order,Caudovirales,Virus,True,False,with annotation
5615,NODE_273_length_3215_cov_186.42_g187_i0,3215,0.999999847117,1.0,0.0,0.0,1.0,1.0,0.150266063113,0.0,0.190277868663,0.0,7.16220275956e-05,0.0,0.387641638811,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
5640,NODE_298_length_3126_cov_191.932_g187_i1,3126,0.999996993284,1.0,0.0,0.0,1.0,1.0,0.115137915358,0.0,0.192284265056,0.0,5.50665015615e-05,0.0,0.339319273209,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
5881,NODE_539_length_2559_cov_236.791_g374_i0,2559,0.999957601038,1.0,0.0,0.0,1.0,1.0,0.171170358424,0.0,0.405889176652,0.0,0.00883807391159,0.0,0.413718625371,False,1674945,species,Vibrio phage VCPH,Virus,True,False,with annotation
5882,NODE_540_length_2559_cov_231.206_g374_i1,2559,0.999952320581,1.0,0.0,0.0,1.0,1.0,0.0986130487065,0.0,0.430877721124,0.0,0.0089046720543,0.0,0.314019660043,False,1674945,species,Vibrio phage VCPH,Virus,True,False,with annotation
5883,NODE_541_length_2559_cov_231.187_g374_i2,2559,0.999951041274,1.0,0.0,0.0,1.0,1.0,0.0984791606236,0.0,0.425285809974,0.0,0.00882321206957,0.0,0.313806212828,False,1674945,species,Vibrio phage VCPH,Virus,True,False,with annotation
6278,NODE_943_length_2093_cov_206.855_g661_i0,2093,0.999999967658,1.0,0.0,0.0,1.0,1.0,0.00351197144805,0.0,0.925480359652,1.0,0.00276405637224,0.0,0.0592618877059,False,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
6393,NODE_3_length_5572_cov_296.111_g2_i0,5572,0.999999862992,1.0,0.0,0.0,1.0,1.0,0.0185846503093,0.0,0.861231247001,1.0,0.00469904293813,0.0,0.13632552132,False,10239,superkingdom,Viruses,Virus,True,False,with annotation
6410,NODE_20_length_4004_cov_328.587_g13_i0,4004,0.999978421782,1.0,0.0,1.0,1.0,1.0,0.940462024787,1.0,0.348390152998,0.0,0.00480384927408,0.0,0.969763750247,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6411,NODE_21_length_3956_cov_161.741_g14_i0,3956,0.999999999999,1.0,0.0,1.0,1.0,1.0,0.429877316883,0.0,0.295566538056,0.0,0.000949541116565,0.0,0.655650300757,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6415,NODE_25_length_3905_cov_119.902_g17_i0,3905,0.99953642152,1.0,0.0,1.0,1.0,1.0,0.978406004299,1.0,0.282171002124,0.0,0.000917245315776,0.0,0.988914777082,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6416,NODE_26_length_3856_cov_85.4828_g18_i0,3856,0.999211017792,1.0,0.0,1.0,1.0,1.0,0.576161822839,1.0,0.295421665131,0.0,0.000432128978055,0.0,0.758753742272,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6451,NODE_64_length_3011_cov_83.7074_g47_i0,3011,0.996471247447,1.0,0.0,0.0,1.0,1.0,0.61643235011,1.0,0.295242786465,0.0,0.0139557788553,0.0,0.783745566419,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6455,NODE_68_length_2974_cov_145.611_g51_i0,2974,0.999983105626,1.0,0.0,1.0,1.0,1.0,0.919874770157,1.0,0.0275471265313,0.0,0.000215191123394,0.0,0.959092920133,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6466,NODE_80_length_2874_cov_103.963_g60_i0,2874,0.999999979867,1.0,0.0,0.0,1.0,1.0,0.00448683235169,0.0,0.443691998713,0.0,0.00261076353775,0.0,0.0669838208925,False,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6469,NODE_83_length_2855_cov_92.9429_g17_i1,2855,0.99998696123,1.0,0.0,1.0,1.0,1.0,0.950638236121,1.0,0.751752115835,1.0,0.0103816341049,0.0,0.975000431265,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6480,NODE_96_length_2779_cov_64.7724_g70_i0,2779,1.0,1.0,0.0,1.0,1.0,1.0,0.000816769295684,0.0,0.7959855967,1.0,0.00108489377802,0.0,0.0285791759098,False,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6507,NODE_121_length_2645_cov_236.202_g87_i0,2645,1.48386714729e-09,0.0,0.0,0.0,1.0,1.0,0.996901147359,1.0,0.00441853583368,0.0,3.00121589169e-05,0.0,3.84612644314e-05,False,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6508,NODE_122_length_2645_cov_224.035_g87_i1,2645,1.06809631637e-10,0.0,0.0,0.0,1.0,1.0,0.998816983153,1.0,0.00594417632223,0.0,4.69328515138e-05,0.0,1.03287595598e-05,False,10662,family,Myoviridae,Virus,True,False,with annotation
6556,NODE_171_length_2448_cov_141.778_g124_i0,2448,0.999999915488,1.0,0.0,1.0,1.0,1.0,0.999666952557,1.0,0.0768717293039,0.0,0.00551000063182,0.0,0.999833420162,True,1651816,species,Stenotrophomonas phage vB_SmaS-DLP_6,Virus,True,False,with annotation
6600,NODE_217_length_2311_cov_128.952_g154_i0,2311,0.805032259453,1.0,0.0,0.0,1.0,1.0,0.985202388057,1.0,0.588489813461,1.0,0.114470642936,0.0,0.890572683432,True,439490,no rank,unclassified ssRNA viruses,Virus,True,False,with annotation
6608,NODE_225_length_2292_cov_83.2114_g158_i0,2292,1.0,1.0,0.0,1.0,1.0,1.0,0.99658874573,1.0,0.0202959262076,0.0,0.00147188924522,0.0,0.998292915797,True,186616,no rank,environmental samples,Virus,True,False,with annotation
6641,NODE_259_length_2225_cov_92.9922_g178_i0,2225,0.999999977406,1.0,0.0,0.0,1.0,1.0,0.39921859011,0.0,0.295102088558,0.0,0.00122458144343,0.0,0.631837464139,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6650,NODE_268_length_2213_cov_235.987_g185_i0,2213,0.999992946888,1.0,0.0,1.0,1.0,1.0,0.997630430494,1.0,0.212007099957,0.0,0.00328279395403,0.0,0.998810990175,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6657,NODE_275_length_2201_cov_140.853_g191_i0,2201,0.195776545666,0.0,0.0,0.0,1.0,1.0,0.0777007532173,0.0,0.988149204213,1.0,0.12425388191,0.0,0.123336876321,False,10239,superkingdom,Viruses,Virus,True,False,with annotation
6681,NODE_300_length_2151_cov_85.0749_g211_i0,2151,0.92676027244,1.0,0.0,0.0,1.0,1.0,0.345588976213,0.0,0.618726059956,1.0,0.00223655215826,0.0,0.565931209377,True,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6687,NODE_306_length_2140_cov_427.363_g216_i0,2140,0.999999948032,1.0,0.0,0.0,1.0,1.0,0.343228635643,0.0,0.0951553135856,0.0,0.000222938534493,0.0,0.585857165021,True,186768,genus,Mitovirus,Virus,True,False,with annotation
6735,NODE_355_length_2075_cov_87.1257_g250_i0,2075,0.0556059385356,0.0,0.0,0.0,1.0,1.0,0.979110706159,1.0,0.205029118915,0.0,0.00293877934255,0.0,0.233333173266,False,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6755,NODE_376_length_2045_cov_112.103_g264_i0,2045,0.735930445231,1.0,0.0,0.0,1.0,1.0,0.976869509844,1.0,0.606218320045,1.0,0.205171768646,0.0,0.847884433937,True,439488,no rank,ssRNA viruses,Virus,True,False,with annotation
6772,NODE_396_length_2022_cov_93.0534_g281_i0,2022,0.180400869672,0.0,0.0,1.0,1.0,1.0,0.999639379905,1.0,0.730237756668,1.0,0.181388365874,0.0,0.424659644296,False,196896,no rank,unclassified Myoviridae,Virus,True,False,with annotation
6802,NODE_13_length_9198_cov_156.241_g10_i0,9198,0.999408788016,1.0,0.0,1.0,1.0,1.0,0.959113910903,1.0,0.0722971323042,0.0,0.000762095299311,0.0,0.979054069633,True,10239,superkingdom,Viruses,Virus,True,False,with annotation
6826,NODE_37_length_7514_cov_62.2644_g28_i0,7514,0.999699896477,1.0,0.0,0.0,1.0,1.0,0.0303957695722,0.0,0.695050988199,1.0,0.000724474335565,0.0,0.174317663175,False,10239,superkingdom,Viruses,Virus,True,False,with annotation
6830,NODE_41_length_7136_cov_87.0045_g10_i1,7136,0.995607498283,1.0,0.0,0.0,1.0,1.0,0.994623996503,1.0,0.0604379864783,0.0,0.0008079427398,0.0,0.99511562589,True,10239,superkingdom,Viruses,Virus,True,False,with annotation
6835,NODE_46_length_6855_cov_27.9219_g34_i0,6855,1.0,1.0,0.0,0.0,1.0,1.0,0.99998811283,1.0,0.00754890427219,0.0,0.000116818988114,0.0,0.999994056397,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
6854,NODE_65_length_6239_cov_25.9601_g47_i0,6239,0.977581131819,1.0,0.0,0.0,1.0,1.0,0.977484000739,1.0,0.0557247700412,0.0,0.00139337919663,0.0,0.977532565073,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
6855,NODE_66_length_6097_cov_25.5167_g48_i0,6097,0.999999993322,1.0,0.0,0.0,1.0,1.0,0.988780700645,1.0,0.055652598742,0.0,0.000785530323169,0.0,0.994374524031,True,1407671,species,uncultured Mediterranean phage uvMED,Virus,True,False,with annotation
